IssueDate,Violation,FineAmount,NumberViolations,TotalFineAmount
2024-04-12,BUS LANE VIOLATION,100,327,32700
2024-04-12,BUS LANE VIOLATION,150,142,21300
2024-04-12,BUS LANE VIOLATION,200,72,14400
2024-04-12,BUS LANE VIOLATION,250,182,45500
2024-04-13,BUS LANE VIOLATION,50,862,43100
2024-04-13,BUS LANE VIOLATION,100,208,20800
2024-04-13,BUS LANE VIOLATION,150,88,13200
2024-04-13,BUS LANE VIOLATION,200,43,8600
2024-04-13,BUS LANE VIOLATION,250,92,23000
2024-04-14,BUS LANE VIOLATION,50,946,47300
2024-04-14,BUS LANE VIOLATION,100,231,23100
2024-04-14,BUS LANE VIOLATION,150,74,11100
2024-04-14,BUS LANE VIOLATION,200,57,11400
2024-04-14,BUS LANE VIOLATION,250,91,22750
2024-04-15,BUS LANE VIOLATION,50,1120,56000
2024-04-15,BUS LANE VIOLATION,100,278,27800
2024-04-15,BUS LANE VIOLATION,150,129,19350
2024-04-15,BUS LANE VIOLATION,200,66,13200
2024-04-15,BUS LANE VIOLATION,250,147,36750
2024-04-16,BUS LANE VIOLATION,50,1156,57800
2024-04-16,BUS LANE VIOLATION,100,324,32400
2024-04-16,BUS LANE VIOLATION,150,130,19500
2024-04-16,BUS LANE VIOLATION,200,63,12600
2024-04-16,BUS LANE VIOLATION,250,164,41000
2024-04-17,BUS LANE VIOLATION,50,1183,59150
2024-04-17,BUS LANE VIOLATION,100,323,32300
2024-04-17,BUS LANE VIOLATION,150,127,19050
2024-04-17,BUS LANE VIOLATION,200,62,12400
2024-04-17,BUS LANE VIOLATION,250,151,37750
2024-04-18,BUS LANE VIOLATION,50,1091,54550
2024-04-18,BUS LANE VIOLATION,100,293,29300
2024-04-18,BUS LANE VIOLATION,150,112,16800
2024-04-18,BUS LANE VIOLATION,200,65,13000
2024-04-18,BUS LANE VIOLATION,250,140,35000
2024-04-19,BUS LANE VIOLATION,50,1286,64300
2024-04-19,BUS LANE VIOLATION,100,317,31700
2024-04-19,BUS LANE VIOLATION,150,153,22950
2024-04-19,BUS LANE VIOLATION,200,66,13200
2024-04-19,BUS LANE VIOLATION,250,179,44750
2024-04-20,BUS LANE VIOLATION,50,1043,52150
2024-04-20,BUS LANE VIOLATION,100,238,23800
2024-04-20,BUS LANE VIOLATION,150,103,15450
2024-04-20,BUS LANE VIOLATION,200,48,9600
2024-04-20,BUS LANE VIOLATION,250,109,27250
2024-04-21,BUS LANE VIOLATION,50,918,45900
2024-04-21,BUS LANE VIOLATION,100,191,19100
2024-04-21,BUS LANE VIOLATION,150,77,11550
2024-04-21,BUS LANE VIOLATION,200,37,7400
2024-04-21,BUS LANE VIOLATION,250,64,16000
2024-04-22,BUS LANE VIOLATION,50,959,47950
2024-04-22,BUS LANE VIOLATION,100,254,25400
2024-04-22,BUS LANE VIOLATION,150,101,15150
2024-04-22,BUS LANE VIOLATION,200,60,12000
2024-04-22,BUS LANE VIOLATION,250,112,28000
2024-04-23,BUS LANE VIOLATION,50,1010,50500
2024-04-23,BUS LANE VIOLATION,100,232,23200
2024-04-23,BUS LANE VIOLATION,150,123,18450
2024-04-23,BUS LANE VIOLATION,200,55,11000
2024-04-23,BUS LANE VIOLATION,250,112,28000
2024-04-24,BUS LANE VIOLATION,50,1077,53850
2024-04-24,BUS LANE VIOLATION,100,286,28600
2024-04-24,BUS LANE VIOLATION,150,140,21000
2024-04-24,BUS LANE VIOLATION,200,73,14600
2024-04-24,BUS LANE VIOLATION,250,146,36500
2024-04-25,BUS LANE VIOLATION,50,1197,59850
2024-04-25,BUS LANE VIOLATION,100,265,26500
2024-04-25,BUS LANE VIOLATION,150,127,19050
2024-04-25,BUS LANE VIOLATION,200,67,13400
2024-04-25,BUS LANE VIOLATION,250,151,37750
2024-04-26,BUS LANE VIOLATION,50,1224,61200
2024-04-26,BUS LANE VIOLATION,100,316,31600
2024-04-26,BUS LANE VIOLATION,115,1,115
2024-04-26,BUS LANE VIOLATION,150,110,16500
2024-04-26,BUS LANE VIOLATION,200,90,18000
2024-04-26,BUS LANE VIOLATION,250,148,37000
2024-04-27,BUS LANE VIOLATION,50,1119,55950
2024-04-27,BUS LANE VIOLATION,100,245,24500
2024-04-27,BUS LANE VIOLATION,150,111,16650
2024-04-27,BUS LANE VIOLATION,200,47,9400
2024-04-27,BUS LANE VIOLATION,250,89,22250
2024-04-28,BUS LANE VIOLATION,50,949,47450
2024-04-28,BUS LANE VIOLATION,100,179,17900
2024-04-28,BUS LANE VIOLATION,150,69,10350
2024-04-28,BUS LANE VIOLATION,200,53,10600
2024-04-28,BUS LANE VIOLATION,250,78,19500
2024-04-29,BUS LANE VIOLATION,50,1056,52800
2024-04-29,BUS LANE VIOLATION,100,268,26800
2024-04-29,BUS LANE VIOLATION,150,120,18000
2024-04-29,BUS LANE VIOLATION,200,78,15600
2024-04-29,BUS LANE VIOLATION,250,156,39000
2024-04-30,BUS LANE VIOLATION,50,1084,54200
2024-04-30,BUS LANE VIOLATION,100,232,23200
2024-04-30,BUS LANE VIOLATION,150,106,15900
2024-04-30,BUS LANE VIOLATION,200,51,10200
2024-04-30,BUS LANE VIOLATION,250,123,30750
2024-05-01,BUS LANE VIOLATION,50,1335,66750
2024-05-01,BUS LANE VIOLATION,100,365,36500
2024-05-01,BUS LANE VIOLATION,150,165,24750
2024-05-01,BUS LANE VIOLATION,200,70,14000
2024-05-01,BUS LANE VIOLATION,250,205,51250
2024-05-02,BUS LANE VIOLATION,50,1455,72750
2024-05-02,BUS LANE VIOLATION,100,351,35100
2024-05-02,BUS LANE VIOLATION,150,193,28950
2024-05-02,BUS LANE VIOLATION,200,87,17400
2024-05-02,BUS LANE VIOLATION,250,212,53000
2024-05-03,BUS LANE VIOLATION,50,1479,73950
2024-05-03,BUS LANE VIOLATION,100,376,37600
2024-05-03,BUS LANE VIOLATION,150,160,24000
2024-05-03,BUS LANE VIOLATION,200,81,16200
2024-05-03,BUS LANE VIOLATION,250,207,51750
2024-05-04,BUS LANE VIOLATION,50,1104,55200
2024-05-04,BUS LANE VIOLATION,100,260,26000
2024-05-04,BUS LANE VIOLATION,150,106,15900
2024-05-04,BUS LANE VIOLATION,200,49,9800
2024-05-04,BUS LANE VIOLATION,250,125,31250
2024-05-05,BUS LANE VIOLATION,50,1314,65700
2024-05-05,BUS LANE VIOLATION,100,295,29500
2024-05-05,BUS LANE VIOLATION,150,118,17700
2024-05-05,BUS LANE VIOLATION,200,63,12600
2024-05-05,BUS LANE VIOLATION,250,104,26000
2024-05-06,BUS LANE VIOLATION,50,1359,67950
2024-05-06,BUS LANE VIOLATION,100,339,33900
2024-05-06,BUS LANE VIOLATION,150,139,20850
2024-05-06,BUS LANE VIOLATION,200,72,14400
2024-05-06,BUS LANE VIOLATION,250,181,45250
2024-05-07,BUS LANE VIOLATION,50,1202,60100
2024-05-07,BUS LANE VIOLATION,100,314,31400
2024-05-07,BUS LANE VIOLATION,150,147,22050
2024-05-07,BUS LANE VIOLATION,200,79,15800
2024-05-07,BUS LANE VIOLATION,250,195,48750
2024-05-08,BUS LANE VIOLATION,50,1265,63250
2024-05-08,BUS LANE VIOLATION,100,310,31000
2024-05-08,BUS LANE VIOLATION,150,142,21300
2024-05-08,BUS LANE VIOLATION,200,81,16200
2024-05-08,BUS LANE VIOLATION,250,189,47250
2024-05-09,BUS LANE VIOLATION,50,1255,62750
2024-05-09,BUS LANE VIOLATION,100,323,32300
2024-05-09,BUS LANE VIOLATION,150,138,20700
2024-05-09,BUS LANE VIOLATION,200,69,13800
2024-05-09,BUS LANE VIOLATION,250,189,47250
2024-05-10,BUS LANE VIOLATION,50,1311,65550
2024-05-10,BUS LANE VIOLATION,100,335,33500
2024-05-10,BUS LANE VIOLATION,150,156,23400
2024-05-10,BUS LANE VIOLATION,200,69,13800
2024-05-10,BUS LANE VIOLATION,250,187,46750
2024-05-11,BUS LANE VIOLATION,50,1033,51650
2024-05-11,BUS LANE VIOLATION,100,204,20400
2024-05-11,BUS LANE VIOLATION,150,112,16800
2024-05-11,BUS LANE VIOLATION,200,53,10600
2024-05-11,BUS LANE VIOLATION,250,113,28250
2024-05-12,BUS LANE VIOLATION,50,850,42500
2024-05-12,BUS LANE VIOLATION,100,212,21200
2024-05-12,BUS LANE VIOLATION,150,68,10200
2024-05-12,BUS LANE VIOLATION,200,38,7600
2024-05-12,BUS LANE VIOLATION,250,101,25250
2024-05-13,BUS LANE VIOLATION,50,989,49450
2024-05-13,BUS LANE VIOLATION,100,257,25700
2024-05-13,BUS LANE VIOLATION,150,99,14850
2024-05-13,BUS LANE VIOLATION,200,52,10400
2024-05-13,BUS LANE VIOLATION,250,158,39500
2024-05-14,BUS LANE VIOLATION,50,1113,55650
2024-05-14,BUS LANE VIOLATION,100,314,31400
2024-05-14,BUS LANE VIOLATION,150,125,18750
2024-05-14,BUS LANE VIOLATION,200,67,13400
2024-05-14,BUS LANE VIOLATION,250,154,38500
2024-05-15,BUS LANE VIOLATION,50,1281,64050
2024-05-15,BUS LANE VIOLATION,100,365,36500
2024-05-15,BUS LANE VIOLATION,150,147,22050
2024-05-15,BUS LANE VIOLATION,200,67,13400
2024-05-15,BUS LANE VIOLATION,250,164,41000
2024-05-16,BUS LANE VIOLATION,50,1314,65700
2024-05-16,BUS LANE VIOLATION,100,342,34200
2024-05-16,BUS LANE VIOLATION,150,138,20700
2024-05-16,BUS LANE VIOLATION,200,73,14600
2024-05-16,BUS LANE VIOLATION,250,152,38000
2024-05-17,BUS LANE VIOLATION,50,1386,69300
2024-05-17,BUS LANE VIOLATION,100,314,31400
2024-05-17,BUS LANE VIOLATION,150,134,20100
2024-05-17,BUS LANE VIOLATION,200,76,15200
2024-05-17,BUS LANE VIOLATION,250,161,40250
2024-05-18,BUS LANE VIOLATION,50,1384,69200
2024-05-18,BUS LANE VIOLATION,100,279,27900
2024-05-18,BUS LANE VIOLATION,150,115,17250
2024-05-18,BUS LANE VIOLATION,200,48,9600
2024-05-18,BUS LANE VIOLATION,250,96,24000
2024-05-19,BUS LANE VIOLATION,50,1054,52700
2024-05-19,BUS LANE VIOLATION,100,233,23300
2024-05-19,BUS LANE VIOLATION,150,83,12450
2024-05-19,BUS LANE VIOLATION,200,50,10000
2024-05-19,BUS LANE VIOLATION,250,69,17250
2024-05-20,BUS LANE VIOLATION,50,1542,77100
2024-05-20,BUS LANE VIOLATION,100,431,43100
2024-05-20,BUS LANE VIOLATION,150,145,21750
2024-05-20,BUS LANE VIOLATION,200,82,16400
2024-05-20,BUS LANE VIOLATION,250,182,45500
2024-05-21,BUS LANE VIOLATION,50,1280,64000
2024-05-21,BUS LANE VIOLATION,100,319,31900
2024-05-21,BUS LANE VIOLATION,150,150,22500
2024-05-21,BUS LANE VIOLATION,200,69,13800
2024-05-21,BUS LANE VIOLATION,250,179,44750
2024-05-22,BUS LANE VIOLATION,50,1525,76250
2024-05-22,BUS LANE VIOLATION,100,366,36600
2024-05-22,BUS LANE VIOLATION,150,157,23550
2024-05-22,BUS LANE VIOLATION,200,93,18600
2024-05-22,BUS LANE VIOLATION,250,214,53500
2024-05-23,BUS LANE VIOLATION,50,1474,73700
2024-05-23,BUS LANE VIOLATION,100,365,36500
2024-05-23,BUS LANE VIOLATION,115,1,115
2024-05-23,BUS LANE VIOLATION,150,153,22950
2024-05-23,BUS LANE VIOLATION,200,86,17200
2024-05-23,BUS LANE VIOLATION,250,199,49750
2024-05-24,BUS LANE VIOLATION,50,1326,66300
2024-05-24,BUS LANE VIOLATION,100,333,33300
2024-05-24,BUS LANE VIOLATION,150,148,22200
2024-05-24,BUS LANE VIOLATION,200,62,12400
2024-05-24,BUS LANE VIOLATION,250,182,45500
2024-05-25,BUS LANE VIOLATION,50,856,42800
2024-05-25,BUS LANE VIOLATION,100,184,18400
2024-05-25,BUS LANE VIOLATION,150,82,12300
2024-05-25,BUS LANE VIOLATION,200,31,6200
2024-05-25,BUS LANE VIOLATION,250,56,14000
2024-05-26,BUS LANE VIOLATION,50,722,36100
2024-05-26,BUS LANE VIOLATION,100,126,12600
2024-05-26,BUS LANE VIOLATION,150,64,9600
2024-05-26,BUS LANE VIOLATION,200,42,8400
2024-05-26,BUS LANE VIOLATION,250,54,13500
2024-05-27,BUS LANE VIOLATION,50,109,5450
2024-05-27,BUS LANE VIOLATION,100,31,3100
2024-05-27,BUS LANE VIOLATION,150,8,1200
2024-05-27,BUS LANE VIOLATION,200,4,800
2024-05-27,BUS LANE VIOLATION,250,5,1250
2024-05-28,BUS LANE VIOLATION,50,1120,56000
2024-05-28,BUS LANE VIOLATION,100,291,29100
2024-05-28,BUS LANE VIOLATION,150,130,19500
2024-05-28,BUS LANE VIOLATION,200,57,11400
2024-05-28,BUS LANE VIOLATION,250,139,34750
2024-05-29,BUS LANE VIOLATION,50,1316,65800
2024-05-29,BUS LANE VIOLATION,100,346,34600
2024-05-29,BUS LANE VIOLATION,150,153,22950
2024-05-29,BUS LANE VIOLATION,200,55,11000
2024-05-29,BUS LANE VIOLATION,250,183,45750
2024-05-30,BUS LANE VIOLATION,50,1085,54250
2024-05-30,BUS LANE VIOLATION,100,307,30700
2024-05-30,BUS LANE VIOLATION,150,145,21750
2024-05-30,BUS LANE VIOLATION,200,60,12000
2024-05-30,BUS LANE VIOLATION,250,148,37000
2024-05-31,BUS LANE VIOLATION,50,1374,68700
2024-05-31,BUS LANE VIOLATION,100,341,34100
2024-05-31,BUS LANE VIOLATION,150,144,21600
2024-05-31,BUS LANE VIOLATION,200,63,12600
2024-05-31,BUS LANE VIOLATION,250,161,40250
2024-06-01,BUS LANE VIOLATION,50,975,48750
2024-06-01,BUS LANE VIOLATION,100,229,22900
2024-06-01,BUS LANE VIOLATION,150,99,14850
2024-06-01,BUS LANE VIOLATION,200,55,11000
2024-06-01,BUS LANE VIOLATION,250,94,23500
2024-06-02,BUS LANE VIOLATION,50,1022,51100
2024-06-02,BUS LANE VIOLATION,100,223,22300
2024-06-02,BUS LANE VIOLATION,150,95,14250
2024-06-02,BUS LANE VIOLATION,200,50,10000
2024-06-02,BUS LANE VIOLATION,250,66,16500
2024-06-03,BUS LANE VIOLATION,50,1154,57700
2024-06-03,BUS LANE VIOLATION,100,270,27000
2024-06-03,BUS LANE VIOLATION,150,123,18450
2024-06-03,BUS LANE VIOLATION,200,63,12600
2024-06-03,BUS LANE VIOLATION,250,143,35750
2024-06-04,BUS LANE VIOLATION,50,1227,61350
2024-06-04,BUS LANE VIOLATION,100,298,29800
2024-06-04,BUS LANE VIOLATION,150,168,25200
2024-06-04,BUS LANE VIOLATION,200,70,14000
2024-06-04,BUS LANE VIOLATION,250,158,39500
2024-06-05,BUS LANE VIOLATION,50,1257,62850
2024-06-05,BUS LANE VIOLATION,100,339,33900
2024-06-05,BUS LANE VIOLATION,150,143,21450
2024-06-05,BUS LANE VIOLATION,200,85,17000
2024-06-05,BUS LANE VIOLATION,250,147,36750
2024-06-06,BUS LANE VIOLATION,50,1605,80250
2024-06-06,BUS LANE VIOLATION,100,382,38200
2024-06-06,BUS LANE VIOLATION,150,179,26850
2024-06-06,BUS LANE VIOLATION,200,81,16200
2024-06-06,BUS LANE VIOLATION,250,196,49000
2024-06-07,BUS LANE VIOLATION,50,1336,66800
2024-06-07,BUS LANE VIOLATION,100,300,30000
2024-06-07,BUS LANE VIOLATION,150,146,21900
2024-06-07,BUS LANE VIOLATION,200,72,14400
2024-06-07,BUS LANE VIOLATION,250,129,32250
2024-06-08,BUS LANE VIOLATION,50,998,49900
2024-06-08,BUS LANE VIOLATION,100,180,18000
2024-06-08,BUS LANE VIOLATION,150,103,15450
2024-06-08,BUS LANE VIOLATION,200,42,8400
2024-06-08,BUS LANE VIOLATION,250,70,17500
2024-06-09,BUS LANE VIOLATION,50,742,37100
2024-06-09,BUS LANE VIOLATION,100,180,18000
2024-06-09,BUS LANE VIOLATION,150,70,10500
2024-06-09,BUS LANE VIOLATION,200,26,5200
2024-06-09,BUS LANE VIOLATION,250,40,10000
2024-06-10,BUS LANE VIOLATION,50,961,48050
2024-06-10,BUS LANE VIOLATION,100,234,23400
2024-06-10,BUS LANE VIOLATION,150,114,17100
2024-06-10,BUS LANE VIOLATION,200,56,11200
2024-06-10,BUS LANE VIOLATION,250,124,31000
2024-06-11,BUS LANE VIOLATION,50,1301,65050
2024-06-11,BUS LANE VIOLATION,100,320,32000
2024-06-11,BUS LANE VIOLATION,150,139,20850
2024-06-11,BUS LANE VIOLATION,200,63,12600
2024-06-11,BUS LANE VIOLATION,250,166,41500
2024-06-12,BUS LANE VIOLATION,50,1255,62750
2024-06-12,BUS LANE VIOLATION,100,298,29800
2024-06-12,BUS LANE VIOLATION,150,151,22650
2024-06-12,BUS LANE VIOLATION,200,80,16000
2024-06-12,BUS LANE VIOLATION,250,178,44500
2024-06-13,BUS LANE VIOLATION,50,1595,79750
2024-06-13,BUS LANE VIOLATION,100,425,42500
2024-06-13,BUS LANE VIOLATION,150,186,27900
2024-06-13,BUS LANE VIOLATION,200,110,22000
2024-06-13,BUS LANE VIOLATION,250,264,66000
2024-06-14,BUS LANE VIOLATION,50,1632,81600
2024-06-14,BUS LANE VIOLATION,100,420,42000
2024-06-14,BUS LANE VIOLATION,150,187,28050
2024-06-14,BUS LANE VIOLATION,200,78,15600
2024-06-14,BUS LANE VIOLATION,250,191,47750
2024-06-15,BUS LANE VIOLATION,50,921,46050
2024-06-15,BUS LANE VIOLATION,100,230,23000
2024-06-15,BUS LANE VIOLATION,150,76,11400
2024-06-15,BUS LANE VIOLATION,200,48,9600
2024-06-15,BUS LANE VIOLATION,250,80,20000
2024-06-16,BUS LANE VIOLATION,50,997,49850
2024-06-16,BUS LANE VIOLATION,100,189,18900
2024-06-16,BUS LANE VIOLATION,150,69,10350
2024-06-16,BUS LANE VIOLATION,200,46,9200
2024-06-16,BUS LANE VIOLATION,250,75,18750
2024-06-17,BUS LANE VIOLATION,50,1040,52000
2024-06-17,BUS LANE VIOLATION,100,263,26300
2024-06-17,BUS LANE VIOLATION,150,98,14700
2024-06-17,BUS LANE VIOLATION,200,48,9600
2024-06-17,BUS LANE VIOLATION,250,114,28500
2024-06-18,BUS LANE VIOLATION,50,1128,56400
2024-06-18,BUS LANE VIOLATION,100,280,28000
2024-06-18,BUS LANE VIOLATION,150,125,18750
2024-06-18,BUS LANE VIOLATION,200,64,12800
2024-06-18,BUS LANE VIOLATION,250,121,30250
2024-06-19,BUS LANE VIOLATION,50,872,43600
2024-06-19,BUS LANE VIOLATION,100,198,19800
2024-06-19,BUS LANE VIOLATION,150,98,14700
2024-06-19,BUS LANE VIOLATION,200,31,6200
2024-06-19,BUS LANE VIOLATION,250,89,22250
2024-06-20,BUS LANE VIOLATION,50,1117,55850
2024-06-20,BUS LANE VIOLATION,100,307,30700
2024-06-20,BUS LANE VIOLATION,150,108,16200
2024-06-20,BUS LANE VIOLATION,200,52,10400
2024-06-20,BUS LANE VIOLATION,250,104,26000
2024-06-21,BUS LANE VIOLATION,50,1438,71900
2024-06-21,BUS LANE VIOLATION,100,339,33900
2024-06-21,BUS LANE VIOLATION,150,155,23250
2024-06-21,BUS LANE VIOLATION,200,87,17400
2024-06-21,BUS LANE VIOLATION,250,185,46250
2024-06-22,BUS LANE VIOLATION,50,855,42750
2024-06-22,BUS LANE VIOLATION,100,208,20800
2024-06-22,BUS LANE VIOLATION,150,85,12750
2024-06-22,BUS LANE VIOLATION,200,44,8800
2024-06-22,BUS LANE VIOLATION,250,99,24750
2024-06-23,BUS LANE VIOLATION,50,890,44500
2024-06-23,BUS LANE VIOLATION,100,185,18500
2024-06-23,BUS LANE VIOLATION,150,70,10500
2024-06-23,BUS LANE VIOLATION,200,43,8600
2024-06-23,BUS LANE VIOLATION,250,96,24000
2024-06-24,BUS LANE VIOLATION,50,1196,59800
2024-06-24,BUS LANE VIOLATION,100,284,28400
2024-06-24,BUS LANE VIOLATION,150,126,18900
2024-06-24,BUS LANE VIOLATION,200,71,14200
2024-06-24,BUS LANE VIOLATION,250,135,33750
2024-06-25,BUS LANE VIOLATION,50,1540,77000
2024-06-25,BUS LANE VIOLATION,100,346,34600
2024-06-25,BUS LANE VIOLATION,150,167,25050
2024-06-25,BUS LANE VIOLATION,200,88,17600
2024-06-25,BUS LANE VIOLATION,250,200,50000
2024-06-26,BUS LANE VIOLATION,50,1739,86950
2024-06-26,BUS LANE VIOLATION,100,451,45100
2024-06-26,BUS LANE VIOLATION,150,193,28950
2024-06-26,BUS LANE VIOLATION,200,82,16400
2024-06-26,BUS LANE VIOLATION,250,212,53000
2024-06-27,BUS LANE VIOLATION,50,1564,78200
2024-06-27,BUS LANE VIOLATION,100,386,38600
2024-06-27,BUS LANE VIOLATION,150,176,26400
2024-06-27,BUS LANE VIOLATION,200,75,15000
2024-06-27,BUS LANE VIOLATION,250,194,48500
2024-06-28,BUS LANE VIOLATION,50,1630,81500
2024-06-28,BUS LANE VIOLATION,100,399,39900
2024-06-28,BUS LANE VIOLATION,150,165,24750
2024-06-28,BUS LANE VIOLATION,200,102,20400
2024-06-28,BUS LANE VIOLATION,250,246,61500
2024-06-29,BUS LANE VIOLATION,50,1132,56600
2024-06-29,BUS LANE VIOLATION,100,227,22700
2024-06-29,BUS LANE VIOLATION,150,102,15300
2024-06-29,BUS LANE VIOLATION,200,63,12600
2024-06-29,BUS LANE VIOLATION,250,93,23250
2024-06-30,BUS LANE VIOLATION,50,1042,52100
2024-06-30,BUS LANE VIOLATION,100,248,24800
2024-06-30,BUS LANE VIOLATION,150,100,15000
2024-06-30,BUS LANE VIOLATION,200,48,9600
2024-06-30,BUS LANE VIOLATION,250,79,19750
2024-07-01,BUS LANE VIOLATION,50,1375,68750
2024-07-01,BUS LANE VIOLATION,100,323,32300
2024-07-01,BUS LANE VIOLATION,150,144,21600
2024-07-01,BUS LANE VIOLATION,200,55,11000
2024-07-01,BUS LANE VIOLATION,250,144,36000
2024-07-02,BUS LANE VIOLATION,50,1314,65700
2024-07-02,BUS LANE VIOLATION,100,280,28000
2024-07-02,BUS LANE VIOLATION,115,1,115
2024-07-02,BUS LANE VIOLATION,150,130,19500
2024-07-02,BUS LANE VIOLATION,200,67,13400
2024-07-02,BUS LANE VIOLATION,250,152,38000
2024-07-03,BUS LANE VIOLATION,50,1451,72550
2024-07-03,BUS LANE VIOLATION,100,332,33200
2024-07-03,BUS LANE VIOLATION,150,165,24750
2024-07-03,BUS LANE VIOLATION,200,77,15400
2024-07-03,BUS LANE VIOLATION,250,167,41750
2024-07-04,BUS LANE VIOLATION,50,99,4950
2024-07-04,BUS LANE VIOLATION,100,24,2400
2024-07-04,BUS LANE VIOLATION,115,1,115
2024-07-04,BUS LANE VIOLATION,150,8,1200
2024-07-04,BUS LANE VIOLATION,200,3,600
2024-07-04,BUS LANE VIOLATION,250,7,1750
2024-07-05,BUS LANE VIOLATION,50,1417,70850
2024-07-05,BUS LANE VIOLATION,100,323,32300
2024-07-05,BUS LANE VIOLATION,150,128,19200
2024-07-05,BUS LANE VIOLATION,200,65,13000
2024-07-05,BUS LANE VIOLATION,250,128,32000
2024-07-06,BUS LANE VIOLATION,50,1281,64050
2024-07-06,BUS LANE VIOLATION,100,309,30900
2024-07-06,BUS LANE VIOLATION,150,126,18900
2024-07-06,BUS LANE VIOLATION,200,70,14000
2024-07-06,BUS LANE VIOLATION,250,145,36250
2024-07-07,BUS LANE VIOLATION,50,1020,51000
2024-07-07,BUS LANE VIOLATION,100,201,20100
2024-07-07,BUS LANE VIOLATION,150,81,12150
2024-07-07,BUS LANE VIOLATION,200,42,8400
2024-07-07,BUS LANE VIOLATION,250,57,14250
2024-07-08,BUS LANE VIOLATION,50,1210,60500
2024-07-08,BUS LANE VIOLATION,100,281,28100
2024-07-08,BUS LANE VIOLATION,150,125,18750
2024-07-08,BUS LANE VIOLATION,200,66,13200
2024-07-08,BUS LANE VIOLATION,250,122,30500
2024-07-09,BUS LANE VIOLATION,50,1235,61750
2024-07-09,BUS LANE VIOLATION,100,323,32300
2024-07-09,BUS LANE VIOLATION,150,122,18300
2024-07-09,BUS LANE VIOLATION,200,61,12200
2024-07-09,BUS LANE VIOLATION,250,172,43000
2024-07-10,BUS LANE VIOLATION,50,1389,69450
2024-07-10,BUS LANE VIOLATION,100,318,31800
2024-07-10,BUS LANE VIOLATION,150,145,21750
2024-07-10,BUS LANE VIOLATION,200,76,15200
2024-07-10,BUS LANE VIOLATION,250,171,42750
2024-07-11,BUS LANE VIOLATION,50,1616,80800
2024-07-11,BUS LANE VIOLATION,100,340,34000
2024-07-11,BUS LANE VIOLATION,150,152,22800
2024-07-11,BUS LANE VIOLATION,200,77,15400
2024-07-11,BUS LANE VIOLATION,250,159,39750
2024-07-12,BUS LANE VIOLATION,50,1170,58500
2024-07-12,BUS LANE VIOLATION,100,300,30000
2024-07-12,BUS LANE VIOLATION,150,123,18450
2024-07-12,BUS LANE VIOLATION,200,51,10200
2024-07-12,BUS LANE VIOLATION,250,124,31000
2024-07-13,BUS LANE VIOLATION,50,1041,52050
2024-07-13,BUS LANE VIOLATION,100,242,24200
2024-07-13,BUS LANE VIOLATION,150,73,10950
2024-07-13,BUS LANE VIOLATION,200,47,9400
2024-07-13,BUS LANE VIOLATION,250,69,17250
2024-07-14,BUS LANE VIOLATION,50,853,42650
2024-07-14,BUS LANE VIOLATION,100,173,17300
2024-07-14,BUS LANE VIOLATION,150,84,12600
2024-07-14,BUS LANE VIOLATION,200,33,6600
2024-07-14,BUS LANE VIOLATION,250,72,18000
2024-07-15,BUS LANE VIOLATION,50,1717,85850
2024-07-15,BUS LANE VIOLATION,100,425,42500
2024-07-15,BUS LANE VIOLATION,150,166,24900
2024-07-15,BUS LANE VIOLATION,200,87,17400
2024-07-15,BUS LANE VIOLATION,250,230,57500
2024-07-16,BUS LANE VIOLATION,50,1882,94100
2024-07-16,BUS LANE VIOLATION,100,464,46400
2024-07-16,BUS LANE VIOLATION,150,175,26250
2024-07-16,BUS LANE VIOLATION,200,108,21600
2024-07-16,BUS LANE VIOLATION,250,257,64250
2024-07-17,BUS LANE VIOLATION,50,1385,69250
2024-07-17,BUS LANE VIOLATION,100,333,33300
2024-07-17,BUS LANE VIOLATION,150,145,21750
2024-07-17,BUS LANE VIOLATION,200,58,11600
2024-07-17,BUS LANE VIOLATION,250,148,37000
2024-07-18,BUS LANE VIOLATION,50,1926,96300
2024-07-18,BUS LANE VIOLATION,100,451,45100
2024-07-18,BUS LANE VIOLATION,150,213,31950
2024-07-18,BUS LANE VIOLATION,200,108,21600
2024-07-18,BUS LANE VIOLATION,250,253,63250
2024-07-19,BUS LANE VIOLATION,50,1389,69450
2024-07-19,BUS LANE VIOLATION,100,301,30100
2024-07-19,BUS LANE VIOLATION,150,134,20100
2024-07-19,BUS LANE VIOLATION,200,77,15400
2024-07-19,BUS LANE VIOLATION,250,142,35500
2024-07-20,BUS LANE VIOLATION,50,1518,75900
2024-07-20,BUS LANE VIOLATION,100,311,31100
2024-07-20,BUS LANE VIOLATION,150,131,19650
2024-07-20,BUS LANE VIOLATION,200,61,12200
2024-07-20,BUS LANE VIOLATION,250,90,22500
2024-07-21,BUS LANE VIOLATION,50,1135,56750
2024-07-21,BUS LANE VIOLATION,100,235,23500
2024-07-21,BUS LANE VIOLATION,150,98,14700
2024-07-21,BUS LANE VIOLATION,200,30,6000
2024-07-21,BUS LANE VIOLATION,250,85,21250
2024-07-22,BUS LANE VIOLATION,50,1393,69650
2024-07-22,BUS LANE VIOLATION,100,336,33600
2024-07-22,BUS LANE VIOLATION,150,143,21450
2024-07-22,BUS LANE VIOLATION,200,67,13400
2024-07-22,BUS LANE VIOLATION,250,159,39750
2024-07-23,BUS LANE VIOLATION,50,1265,63250
